,Temp,sj1,chij1,sj10,chij10,sj20,chij20,sj50,chij50
52,5.231394358377437,1.3826554232633814,0.9499731269111352,1.340533140516469,0.8167009057169582,1.2869407475520926,0.725370198401221,1.0547802710397478,0.4846902033583419
53,5.720800906353171,1.3832662806697358,0.9544241417080416,1.346542883937217,0.8296210707736181,1.2986796230078306,0.7428469499846643,1.0866627817826495,0.5109888681803244
54,6.25599233552754,1.383773652447486,0.9584669812461782,1.3517568895383891,0.8415973454643533,1.3090475375523962,0.759223455253581,1.1159446771726402,0.5364354472251132
55,6.84125190560568,1.384195277081682,0.9621408792260956,1.356280297387733,0.8526981477889399,1.3181967535692491,0.7745558411064262,1.1427319094118906,0.5609603893139343
56,7.4812635831029555,1.3845458085542526,0.9654810522182818,1.360204745238546,0.8629879196957552,1.3262651311730789,0.7889011031979014,1.1671513521893817,0.5845144965481457
57,8.1811495282028,1.3848373615476255,0.9685191390820816,1.363609941501358,0.8725270340558889,1.3333767603358189,0.80231602389077,1.1893437686751824,0.6070665971012393
58,8.946511088579006,1.3850799586636953,0.9712835905396356,1.3665651097223095,0.8813718125751734,1.3396427976552516,0.8148563547224887,1.2094578714328508,0.6286011205808473
59,9.7834736282653,1.3852818975053385,0.9738000142177194,1.3691302961890952,0.8895746223283683,1.3451624185535866,0.8265762170273133,1.2276454662364773,0.6491157036042302
60,10.698735550347967,1.3854500522050923,0.9760914801151052,1.3713575407222969,0.8971840259277247,1.3500238192987273,0.8375276795318857,1.244057611771827,0.6686189169029026
61,11.699621905821475,1.3855901213084905,0.9781787910345364,1.3732919160827262,0.9042449662802184,1.3543052221182246,0.8477604772964141,1.2588416907982578,0.6871281737085961
62,12.794143017650883,1.385706831729933,0.9800807220795658,1.374972444609658,0.9107989716317968,1.358075851397042,0.8573218418190673,1.2721392705290762,0.7046678533695515
63,13.991058589222993,1.3858041067119728,0.9818142328842124,1.3764329023635742,0.916884370334497,1.3613968601682014,0.8662564171733433,1.2840846257715213,0.7212676541903256
64,15.299947810260733,1.3858852042624363,0.9833946558333688,1.37770252167175,0.9225365076820776,1.3643221944630792,0.874606241561947,1.2948038033515925,0.7369611748997293
65,16.731286021274713,1.385952831357615,0.98483586315272,1.3788066029229111,0.9277879594001645,1.3668993891696803,0.8824107775937972,1.30441411695188,0.7517847141541195
66,18.296528550114864,1.3860092382339533,0.9861504154023228,1.3797670459832034,0.9326687380832408,1.369170293356409,0.8897069779290845,1.3130239749919814,0.7657762711994146
67,20.0082023915854,1.3860562963041674,0.987349693598734,1.3806028108880342,0.9372064901559198,1.371171725974739,0.8965293757304621,1.3207329586451602,0.7789747273906998
68,21.880006463856244,1.3860955625929914,0.9884440169155656,1.3813303166249489,0.9414266818920832,1.3729360647955056,0.9029101916631078,1.3276320812289597,0.7914191869424443
69,23.92692124404572,1.386128333065454,0.9894427476694364,1.3819637859427218,0.9453527737270342,1.374491772628339,0.9088794510657,1.333804173256418,0.803148455419061
70,26.16532866041335,1.3861556867944649,0.9903543850848404,1.3825155432534395,0.9490063826039729,1.3758638655299718,0.9144651064308508,1.3393243489850013,0.8142006355685507
71,28.613143200687308,1.3861785225665335,0.9911866491445288,1.3829962718693176,0.9524074324535368,1.3770743279835769,0.9196931615458982,1.3442605202057711,0.8246128217654407
72,31.28995528581694,1.3861975892400358,0.991946555668813,1.383415236052147,0.9555742931503868,1.3781424800472308,0.9245877946055476,1.3486739312950935,0.834420876280984
73,34.21718805660284,1.3862135109377052,0.9926404836249114,1.3837804726589087,0.9585239084521184,1.3790853013134423,0.9291714783624142,1.3526196963233827,0.8436592726409708
74,37.418268828004,1.3862268079643942,0.993274235543613,1.3840989565445518,0.9612719135250396,1.3799177162578444,0.9334650959690498,1.3561473244486577,0.8523609933329742
75,40.918816583310544,1.3862379141848136,0.9938530918127654,1.3843767433303191,0.9638327427152352,1.3806528452297693,0.937488051618258,1.359301224104355,0.86055747100363
76,44.74684700874027,1.3862471914676142,0.9943818595233446,1.384619092659472,0.9662197282445996,1.3813022249829745,0.94125837543447,1.3621211798065094,0.8682785639969405
77,48.93299670939836,1.386254941696702,0.9948649164623182,1.3848305746364242,0.968445190509743,1.3818760022834622,0.9447928223300044,1.3646427979273887,0.8755525586062894
78,53.51076840105158,1.3862614167638885,0.995306250775514,1.3850151617743904,0.9705205206440976,1.382383103777895,0.9481069647341046,1.3668979196637876,0.8824061917424924
79,58.51679904004364,1.3862668268855152,0.9957094967618773,1.3851763084547877,0.9724562559755444,1.3828313849698757,0.9512152792444348,1.3689150008001083,0.8888646888652015
80,63.99115303725596,1.3862713475267718,0.9960779672066004,1.38531701962315,0.974262148977364,1.383227760837788,0.9541312273517876,1.370719458839409,0.8949518129991526
81,69.97764290277323,1.386275125168811,0.9964146826135444,1.3854399102058623,0.9759472302722452,1.3835783203397465,0.9568673304585408,1.3723339887407526,0.9006899214770333
82,76.5241798874457,1.386278282113597,0.9967223976562674,1.3855472565248257,0.97751986620946,1.3838884267893237,0.9594352394571528,1.373778848932005,0.906100027735355
83,83.68315742761432,1.3862809204882511,0.997003625130992,1.3856410408087974,0.9789878114956478,1.3841628058498934,0.96184579916262,1.3750721195224562,0.9112018660564166
84,91.51187046179317,1.3862831255831671,0.9972606576633128,1.385722989746777,0.9803582573209356,1.3844056226843442,0.9641091079068592,1.3762299347656246,0.9160139576152184
85,100.07297397519751,1.3862849686354628,0.9974955873927686,1.3857946078969825,0.9816378753849871,1.384620549609176,0.9662345726069486,1.3772666918553953,0.9205536765702568
86,109.43498444195524,1.3862865091504646,0.997710323835084,1.3858572066517365,0.982832858192502,1.3848108254356184,0.9682309596159082,1.378195238105944,0.9248373152452544
87,119.67282817815696,1.386287796838319,0.997906610100446,1.385911929361307,0.983948955954842,1.3849793075335437,0.9701064416562756,1.3790270384889625,0.9288801476969728
88,130.86844099434143,1.3862888732298635,0.9980860376273,1.3859597731362117,0.984991510403988,1.3851285175246395,0.9718686411248044,1.3797723253962235,0.9326964911625998
89,143.11142394657134,1.386289773025117,0.998250059574448,1.3860016077757324,0.9859654857969216,1.3852606813977366,0.9735246700424268,1.3804402323733769,0.936299765037661
90,156.4997604342275,1.3862905252188271,0.9984000029994544,1.386038192208741,0.9868754973627368,1.3853777647395822,0.9750811669081044,1.3810389134405496,0.9397025471593
91,171.14060038361745,1.3862911540400815,0.9985370799382708,1.3860701887799305,0.987725837421216,1.3854815036871373,0.9765443306990118,1.3815756494829636,0.9429166272664188
92,187.1511177934001,1.3862916797367988,0.998662397489359,1.3860981756689963,0.9885204993801217,1.3855734321312148,0.9779199522432293,1.3820569430646128,0.9459530575826844
93,204.65944850496135,1.3862921192308115,0.9987769669952464,1.3861226576911214,0.989263199798956,1.3856549056345733,0.9792134431750522,1.3824886028929488,0.948822200525124
94,223.8057157029282,1.3862924866649358,0.9988817124052352,1.3861440756933752,0.9899573986892432,1.3857271224693792,0.980429862667484,1.382875819044256,0.9515337735834464
95,244.74315135314023,1.3862927938598966,0.99897747789476,1.3861628147326115,0.9906063182053648,1.3857911421280833,0.9815739421215784,1.3832232299490732,0.9540968914462652
96,267.6393225532012,1.3862930506960036,0.99906503480955,1.3861792111954172,0.9912129598655152,1.3858479016173726,0.982650107978198,1.3835349820350642,0.9565201054724232
97,292.67747261037874,1.3862932654319893,0.999145087996174,1.386193558999081,0.991780120429243,1.3858982298061409,0.9836625028044798,1.3838147828312908,0.9588114406205108
98,320.057987579802,1.3862934449713888,0.9992182815746526,1.3862061149939755,0.9923104065462564,1.385942860064569,0.9846150047948936,1.3840659482527458,0.9609784299590582
99,350.0,1.386293595085101,0.9992852042035438,1.3862171036716409,0.9928062482804966,1.3859824414019366,0.9855112458152496,1.3842914447068695,0.9630281468849422
