Temp,Sj1,Sj10,Sj20,Sj50,chij1,chij10,chij20,chij50
0.0033538954870659,0.0425848503856234,0.0450953304919718,0.0388510731384774,0.0452733993997677,0.0048015212837205,0.0053613357140098,0.0039617721286908,0.0052759336445612
0.0038422968919172,0.0447775576356997,0.0431520568195833,0.0390623034545876,0.0377632934257539,0.0052173083062312,0.0064325785355784,0.0054630549367837,0.0053472966994923
0.0044018203496711,0.0428330326839013,0.0429085882387763,0.0316985251093418,0.037345168761268,0.0058160231003153,0.0052023706830064,0.0043744075124562,0.0048797673261077
0.0050428228051659,0.0374433485527246,0.0428097459825357,0.0431254489976968,0.0405646621480488,0.0053729734626613,0.0060388168686665,0.0054649697655429,0.00530912152162
0.0057771694036086,0.0457326100173499,0.0391207281005164,0.0420145014379423,0.0421832571885333,0.0053546553946946,0.0054749525867857,0.0053429244884229,0.0061376310846968
0.0066184531179245,0.0365569348889756,0.0368778753370372,0.0370719037708196,0.0414111088906691,0.0049104244592724,0.0051461208850441,0.0053592696977122,0.0055098313604426
0.0075822463587105,0.0387614868558876,0.036329044205756,0.0449123505398151,0.0371244006448074,0.0055394433868833,0.0048009245835633,0.0049748630361966,0.0053311174095918
0.0086863892241647,0.0363503685596962,0.044103931070485,0.0426789545083557,0.0365921060808464,0.0051729857352307,0.0061633424756686,0.0059535214451489,0.0051795583657399
0.0099513197255855,0.0375760260075459,0.0381678720539096,0.0491612937770157,0.0364765526920584,0.0055586768061231,0.0049961707300207,0.0062659959125109,0.0052146313369462
0.0114004521010108,0.0436743719259835,0.0375834867747748,0.0392994542137851,0.0478269510225109,0.0059240889788675,0.005252740648875,0.0055956248611276,0.0047531471741789
0.0130606102196958,0.0406732366608029,0.0430006353668063,0.046824649680451,0.0386021904718795,0.0059185644414078,0.004070067099245,0.0055609707873435,0.0044084962585702
0.0149625240998731,0.0477587525196146,0.0454088447299757,0.0418547245456476,0.0466378898060244,0.0073367821810483,0.0057618579668283,0.0057389270684164,0.0064299130711935
0.0171413987304873,0.0476400784626117,0.0348607960448481,0.0458463256460507,0.0406924602652179,0.0060625091024421,0.004605420466742,0.0065265803795653,0.0039133389301992
0.0196375657259621,0.0371857880885247,0.0390996006062685,0.0363827867199483,0.0398445382763265,0.0053272551239466,0.0054118535541177,0.0050192421363692,0.0058351772533153
0.0224972298763229,0.0442329975726306,0.0356590353834282,0.0347159167222386,0.0481008855653962,0.0065438617837241,0.0050232380842145,0.0047293101679398,0.0064679204944613
0.0257733244115378,0.0482155951590687,0.0448890119213734,0.0353254849905604,0.0384032449086748,0.0065534409316915,0.004178617687121,0.0047772503862654,0.00547604200443
0.0295264908112741,0.045167850812299,0.0368508266869322,0.0439926805276957,0.0471149425173117,0.0061551209256896,0.0052557244782152,0.0056542992920137,0.0055973331303418
0.0338262012966389,0.0466967371310453,0.0425502928386565,0.0412036953390582,0.0366226819394169,0.0069632662497853,0.0063396425597373,0.0057986351141022,0.0052653586407518
0.0387520447815572,0.0425929944560516,0.0370769749048387,0.0442656896322001,0.0368001022511589,0.0061997899479772,0.0052128810608322,0.0067157588329525,0.0051461015680625
0.04439520008713,0.045919714260695,0.035894388912911,0.0369282440883602,0.0342217316846869,0.0066394135543219,0.0049647530897712,0.0052777623035229,0.0045454943266699
0.0508601236886035,0.0471784831004361,0.0412068975279894,0.0464172639108582,0.035979767737443,0.007243398128744,0.0059050020052996,0.0046883433157742,0.0050078307161091
0.0582664832356492,0.0492157541086403,0.043970416838075,0.0425310801532419,0.0385182115238842,0.0074505034893949,0.0045852696821271,0.0050802536817355,0.005295683541744
0.0667513726359836,0.0519598266127608,0.0384469949993257,0.0455877077191334,0.0421180944847279,0.0078553867228548,0.0052387250822588,0.0046032626833234,0.0052101651107923
0.0764718497041843,0.0677812004504383,0.0446964835075558,0.0476964650595773,0.0377250789765893,0.0097351827088614,0.0051469379968731,0.0061878826063661,0.005171029584901
0.0876078433483315,0.0633870688493903,0.0380863834052337,0.0404100561767379,0.0374170018912844,0.0078015212211441,0.0054104471849037,0.0055990858980956,0.0054428866782295
0.1003654841073607,0.0666758346062186,0.0442607461778676,0.0409978474818717,0.034984095142452,0.0109546510164127,0.004306681285845,0.0057984144999217,0.004910037593563
0.1149809196883595,0.0740093843582996,0.0398059887869235,0.0443314375627605,0.0436963701574409,0.0120525586596018,0.0056745348993863,0.0059828231045056,0.0054386951178158
0.1317246861305318,0.0864227424244533,0.039443655701773,0.0436939705716886,0.0349518636107243,0.0148122797988901,0.0053961075670257,0.0059969420666066,0.0047960124288972
0.1509067155073709,0.0885175784543089,0.0406680762768233,0.0404371454366081,0.0437961272208391,0.0149674070371265,0.0057632845024318,0.0056304129344396,0.0042992911142648
0.1728820728610881,0.1111685701115911,0.0400260560619483,0.0463513677287427,0.0367420049201678,0.0191114915806001,0.0056070403190699,0.0043365364358099,0.0051491792936736
0.1980575285616545,0.130985885410497,0.0494581468110391,0.046008001184781,0.0374863154634906,0.0240608521221648,0.0059790521863178,0.0048350149372185,0.0052454665963414
0.2268990877467647,0.1690985178540032,0.0432751058975677,0.0397081094935663,0.0430884998566627,0.0332535524779148,0.006143848299274,0.0055416131289771,0.0049854623781376
0.2599406162148869,0.2350126600695483,0.0469284944695124,0.0440055806139085,0.0360034877227504,0.0502552381600743,0.0060266112720012,0.0060822549582063,0.005035835450006
0.2977937224392324,0.3281297645640896,0.0488360601222659,0.0432381986796016,0.0372313687539485,0.0757183748302818,0.0075859816801717,0.0060292811032039,0.0054183607983814
0.3411590786216495,0.4529728873626708,0.0461012973155802,0.0479427990646895,0.0464215764016089,0.1196746617098797,0.0070047534860262,0.0067189360871072,0.0064527365106944
0.3908393903424986,0.5981650122395787,0.0423645684923308,0.0402242254187209,0.0400576866208641,0.1769052585811387,0.0064603820495448,0.0056067924426664,0.005705121515152
0.4477542548785694,0.7488506763374346,0.0469475317404414,0.0479486431151212,0.0413498750285811,0.247219474840164,0.0071913026725258,0.0067961846883756,0.0059740679524622
0.5129571832209026,0.8919402978753069,0.0484572060744095,0.0463263527820208,0.0385730922901983,0.3408634802212442,0.0072522468896599,0.0065010424887321,0.0053159432442134
0.5876551008751038,1.0160235601488647,0.0508714638111036,0.045846872567667,0.0419122704525643,0.411102437049375,0.0075474681930362,0.0068819496709636,0.0061503880282545
0.673230688409738,1.115835684992128,0.0515566019661116,0.0476360727361267,0.0376508337696818,0.4921235380743646,0.0078755814668138,0.0068749085043553,0.0054132817130421
0.7712679752829683,1.1915053149707608,0.0590232938297449,0.0460500995197449,0.0399087316929222,0.5658491430580866,0.00944366442528,0.006546622278994,0.0056774546745393
0.8835816606967453,1.2467781726444196,0.0661598654930707,0.0478036996368271,0.044506121140082,0.6257303161995535,0.010713019376763,0.0073231106596561,0.0063146327223319
1.01225070421624,1.2863468709202464,0.0735494153203938,0.0469916482524998,0.0460479145542666,0.6865042474457506,0.0117743861762249,0.0069802284269619,0.0066803850304853
1.1596568079268288,1.314450630006513,0.0758404406734358,0.0476114374602194,0.0429684200938931,0.7330614855054207,0.0125498591310204,0.0068579627960667,0.0063791659900986
1.3285285024447469,1.3343986658331093,0.0880430695304987,0.0515783884912137,0.0447019734491182,0.745600805606258,0.0150293471135123,0.0075206570243931,0.0096133930469352
1.5219916528265214,1.3485845261992524,0.0994687498427288,0.0622955889298817,0.0464448349105467,0.8063992883991493,0.0174237811804202,0.0089298930923214,0.0067070166938691
1.7436273192565148,1.3588134576092563,0.1024669470127732,0.0659703294175951,0.0443180112815408,0.8238067836379089,0.0177466128942065,0.0093837195576288,0.0065110012522713
1.997538043531038,1.3660747214958826,0.1382602570973791,0.0701354542378637,0.0511384124553495,0.8580009525543593,0.0257792393775016,0.0113172803614971,0.0073788745193063
2.2884237883214724,1.37138689736528,0.1706473861804724,0.0698952223991551,0.0475182779709652,0.8781325959110802,0.0335090768290415,0.0115165316789493,0.0073737567333284
2.621668934874645,1.375257946979024,0.2394551124940767,0.0821051084973082,0.0473255845902401,0.895461009541614,0.0514099651793382,0.013808497848414,0.0067435796551736
3.003441949503644,1.3784849093325775,0.334138600573555,0.097471231058668,0.0478172450009069,0.8952738794464095,0.0794283811268042,0.0129238100707946,0.006914823340057
3.440809563725318,1.380184427485311,0.4618105671375796,0.1005909542602304,0.0532712512155378,0.9205896797076178,0.1228826755388373,0.0171301663179819,0.0079002180667885
3.94186758155262,1.381744882747194,0.6077357111177764,0.1293965522026775,0.0606381630610527,0.9313383705324624,0.1811532055265528,0.0231926352806336,0.0098289713170198
4.515890735223478,1.3829116596582671,0.7582443774056683,0.1651105976829996,0.0686793433148183,0.96983370405569,0.2523409077430349,0.0323590017429565,0.0118743050995438
5.173504363240111,1.3837206554276702,0.9003362350448043,0.2300617319825676,0.0743549983082708,0.9636130791665029,0.3329825772524252,0.0490740870445746,0.0105897138111707
5.926881088530145,1.3843819504635948,1.023033632943647,0.3226531379254219,0.0787230364717194,0.9504954415098495,0.4163323715009145,0.0755045242885083,0.0132569228255578
6.789966137300396,1.3848452350710363,1.1212929870650303,0.447964857551682,0.08319993192782,0.9631160620783652,0.4968957284521049,0.1178069697761229,0.0137212575356688
7.778735469302248,1.385280638244577,1.1955499451967275,0.5928646439743076,0.0968951077248634,0.9728427681275966,0.5702991722509139,0.1746778026174369,0.0167956127119683
8.911491497575897,1.3855608388853051,1.2496905625997534,0.7435711934189725,0.1116231391019053,0.9763775627388214,0.6339931253826703,0.244823951041908,0.0196674787615891
10.209201871533905,1.3860389055067408,1.2884093736423772,0.887024559493715,0.1427389966670379,1.003753893464174,0.6895243745894365,0.3247146554671876,0.027857206348319
11.69588759435872,1.3860937580063846,1.3160037251821848,1.0119894979489104,0.1812345339739425,1.0001626587010204,0.7146666872571176,0.4079331963415599,0.0364089867075978
13.399067658882686,1.3860557915054057,1.3354366431621307,1.1127017682933495,0.249991354992673,0.9934723560903312,0.7608540645142463,0.4893616395768394,0.0543621988358362
15.350268432291594,1.3860656501432609,1.3493256735968189,1.1891927366829096,0.3525412436795958,0.9861860417517052,0.8083019709208181,0.563438518721409,0.0849824934330981
17.585607218514262,1.3862041569479655,1.3592578421295314,1.2451206704075355,0.4844619342614771,1.00075917511999,0.8410013910913705,0.6285000781464726,0.1312728395143249
20.14646080020978,1.3862272623175536,1.366478374667123,1.2851559525302942,0.6321956307643141,0.997157501989989,0.8562317470901575,0.6845823709122625,0.1919233314341657
23.080231335263573,1.3862536597959056,1.371662733988695,1.3135932630141502,0.7820576887409592,1.001030802373187,0.8721492045609074,0.7312947878009372,0.2649627709039792
26.441223784761966,1.3862557398677755,1.3754577242170207,1.3337794399215903,0.9216256930652376,0.998059067219672,0.8974034635590988,0.7628081524997864,0.3461622449218028
30.29165111389813,1.3862645594296863,1.3782844756792818,1.3481550704602732,1.0406303198581217,0.9971384954151596,0.8998789129451783,0.805331002156205,0.4226182960509312
34.702785872374264,1.3862729521200614,1.380285453337991,1.3584479872522095,1.1348130363810398,0.9992449179230044,0.9222445447653512,0.8335441886971563,0.5085921234659936
39.75627947039584,1.3862810602151792,1.3818155804990733,1.365850333855342,1.2055275387217836,1.0010230949400274,0.9328359583066848,0.857076479231676,0.581149690147154
45.54567357044516,1.386286559407307,1.3829630089079608,1.3712344655529844,1.2568635270094353,1.000482840842495,0.9701698183404296,0.8757616291234436,0.644133398462515
52.178131571145656,1.3862883249077838,1.383820019696105,1.3751365218689031,1.2935030898858544,1.0004229908623077,0.9669319529981236,0.8947777865417884,0.6977341990420305
59.77642223349319,1.3862894896858806,1.3844641431588396,1.378575686506474,1.3196029392190416,1.0002431739724589,0.9591462921839148,0.9023577142970398,0.7286478287272437
68.48119216696611,1.3862905966955263,1.3848860821941924,1.3801084716738972,1.3380216438229635,1.0001878610712056,0.9682658957380704,0.9215573866981736,0.761929399652225
78.45356923990124,1.386290844172244,1.3852541643446092,1.3816734731979297,1.3511674628532977,1.0001306484487384,0.9717292041491736,0.9320467172995348,0.8130762979304456
89.87814510403656,1.3862918738488637,1.3860009885371098,1.3828793631756051,1.360600375655931,1.000115425544019,0.9998065255739288,0.9699491308473028,0.8395391022649519
102.96639204062812,1.3862922703404663,1.3858106651096194,1.38373396453314,1.3674183036040155,1.0000876895033006,0.9896542250821064,0.9626911839435934,0.8629817110384754
117.96057737497958,1.3862926527628765,1.3860683326424332,1.384384064176465,1.37235578406218,0.999877441994987,0.9997295995595366,0.9580077677465854,0.881743412932473
135.13824791635025,1.3862928369485326,1.3860560847676326,1.3848604035965542,1.3759681483222097,1.0000982416630404,0.9930318679224938,0.9653316731267324,0.8990951889940022
154.81736743155832,1.3862932088045592,1.3861179593094055,1.3852014984632397,1.378723446442952,1.0001356738952736,0.9902682644629136,0.9702662984502664,0.9045332169100552
177.3622022484293,1.3862935194330643,1.386207005827375,1.3856870296526205,1.3805599351911746,1.000028729456223,1.00005120144375,0.9901219474561896,0.9245042290386216
203.19006393335985,1.3862937377800035,1.3862253202135657,1.3860470865604126,1.3819966277365834,1.000068058936092,0.997713129731452,1.0010839987965023,0.9346860880336164
232.77903385194577,1.3862938500762738,1.3862537371886396,1.38596771978092,1.383126325029255,1.000048798672816,0.9984953688048224,0.9951397798555008,0.9423461424808308
266.67681259658843,1.3862939825166831,1.3862560117539768,1.3861176265126125,1.3839700200344127,0.9999822374787264,0.9977543537809036,0.999371555468006,0.9623231580761212
305.510858086592,1.3862941157499356,1.3862720084489988,1.3861329459237592,1.3844819624390827,1.0000452976657457,0.9999347664928572,0.9927622070164536,0.9542432868059768
350.0,1.3862941483008897,1.3862845677636415,1.3862038655336728,1.3849741924455,0.999989047614652,1.001667652898462,1.0002606368078366,0.9695249204712592
