Temp,ctj1,ctj10,ctj20,ctj50
23.24024024024024,0.00035457800300473067,0.04148013227563635,0.18254979048511735,0.8876257569209297
23.59009009009009,0.00034403270814856044,0.040175853199150284,0.17690061706820356,0.8746907417237616
23.93993993993994,0.0003339508791211807,0.03893137982100248,0.17149632050675567,0.8616136664918426
24.28978978978979,0.00032430575303225395,0.037743153481932974,0.16632373438430328,0.8484352726063538
24.63963963963964,0.00031507247100382054,0.036607873343062335,0.1613705060187793,0.8351924961204655
24.98948948948949,0.00030622791792314603,0.035522474541964465,0.15662504244634415,0.8219187242177489
25.33933933933934,0.00029775057771045684,0.03448410845351324,0.15207645989637134,0.8086440438377606
25.68918918918919,0.00028962040240849204,0.03349012482956645,0.14771453659439732,0.7953954809794179
26.03903903903904,0.0002818186936058265,0.03253805561813942,0.14352966872109252,0.7821972296156419
26.38888888888889,0.00027432799488373225,0.0316256002859251,0.13951282935161105,0.7690708695039302
26.73873873873874,0.0002671319941308584,0.030750612488295002,0.13565553019974588,0.7560355724664419
27.08858858858859,0.00026021543470454813,0.029911087948665198,0.13194978599416285,0.7431082969482805
27.43843843843844,0.000253564034534963,0.029105153424667962,0.12838808131882345,0.7303039708516876
27.78828828828829,0.0002471644123707481,0.028331056652226495,0.12496333975594176,0.7176356627935807
28.13813813813814,0.00024100402045476585,0.027587157170633553,0.12166889517697375,0.7051147420504051
28.48798798798799,0.00023507108299717646,0.026871917942302235,0.11849846503485477,0.6927510275428629
28.83783783783784,0.00022935453988232618,0.02618389769017169,0.11544612551871691,0.6805529262784008
29.18768768768769,0.00022384399510678697,0.02552174388397229,0.11250628844040703,0.6685275617153961
29.53753753753754,0.00021852966949955103,0.024884186313822488,0.10967367973015905,0.6566808925431622
29.88738738738739,0.00021340235732275284,0.0242700311960605,0.10694331942661867,0.64501782238925
30.237237237237238,0.00020845338639317605,0.023678155761915037,0.10431050305400913,0.63354230097246
30.587087087087088,0.00020367458140188542,0.023107503284675496,0.10177078428650266,0.6222574172186967
30.936936936936938,0.00019905823014221218,0.022557078505516637,0.09931995880679093,0.6111654848490474
31.286786786786788,0.0001945970523855244,0.022025943422129105,0.0969540492724075,0.6002681209367478
31.636636636636638,0.0001902841711701837,0.021513213407867313,0.09466929130954117,0.5895663179132511
31.986486486486488,0.00018611308629221595,0.02101805363230036,0.09246212045988668,0.5790605094844887
32.33633633633634,0.00018207764980684516,0.020539675756885936,0.09032916001151625,0.5687506308973924
32.686186186186184,0.00017817204336844714,0.02007733488201924,0.08826720964983314,0.558636173974592
33.03603603603604,0.0001743907572529424,0.01963032672397584,0.08627323486939899,0.5487162373123912
33.385885885885884,0.00017072857092137594,0.019197985002297368,0.08434435709182699,0.5389895720141514
33.73573573573574,0.0001671805349966336,0.018779679019989125,0.08247784443901766,0.5294546233083843
34.085585585585584,0.0001637419545370921,0.018374811420533935,0.08067110311480553,0.5201095683784677
34.43543543543544,0.0001604083735016349,0.01798281610719401,0.07892166935159269,0.5109523507091307
34.78528528528528,0.00015717556031004257,0.017603156311395328,0.07722720188179885,0.5019807112338858
35.13513513513514,0.00015403949441137045,0.017235322798178045,0.07558547489696002,0.4931922165474762
35.48498498498498,0.00015099635378070075,0.01687883219776945,0.07399437146008973,0.4845842844282909
35.83483483483484,0.0001480425032716536,0.016533225453303827,0.07245187733948273,0.47615420689754734
36.18468468468468,0.00014517448375837367,0.016198066375588002,0.07095607523451378,0.46789917102494005
36.53453453453454,0.00014238900200642542,0.01587294029660126,0.06950513936617464,0.45981627767434785
36.88438438438438,0.0001396829212172111,0.015557452814134268,0.06809733040711366,0.45190255836811405
37.234234234234236,0.00013705325219521162,0.015251228620618791,0.06673099072781025,0.4441549904342979
37.58408408408408,0.00013449714509160659,0.014953910409787883,0.06540453993723827,0.43657051058815904
37.933933933933936,0.00013201188168168824,0.014665157855338761,0.06411647069796442,0.42914602708688643
38.28378378378378,0.00012959486813699168,0.014384646656254966,0.06286534479709437,0.4218784305852309
38.633633633633636,0.0001272436282562512,0.014112067643884068,0.06164978945583634,0.41476460380916236
38.98348348348348,0.0001249557971221999,0.013847125946267795,0.060468493861701576,0.40780143015492915
39.333333333333336,0.00012272911515386512,0.013589540205585523,0.0593202059085181,0.40098580131188166
39.68318318318318,0.00012056142252643345,0.01333904184490465,0.05820372913050061,0.39431462399911954
40.033033033033036,0.00011845065393294865,0.013095374380733818,0.057117919817604994,0.38778482589834407
40.38288288288288,0.00011639483366412262,0.012858292778151812,0.05606168430030769,0.3813933608582485
40.732732732732735,0.00011439207098437026,0.012627562845537262,0.05503397639279117,0.37513721343927725
41.08258258258258,0.00011244055578386262,0.012402960666155208,0.0540337949842953,0.36901340286162365
41.432432432432435,0.00011053855448792655,0.01218427206406786,0.053060181769113375,0.36301898641384295
41.78228228228228,0.00010868440620653192,0.011971292102030106,0.05211221910637918,0.3571510623744374
42.132132132132135,0.00010687651910789484,0.011763824609207737,0.05118902800140428,0.35140677249414193
42.48198198198198,0.00010511336700141385,0.011561681736718439,0.05028976620089744,0.3457833040824224
42.831831831831835,0.00010339348611624226,0.011364683539145003,0.049413626394924484,0.34027789173781087
43.18168168168168,0.0001017154720628003,0.011172657580306857,0.04855983451895596,0.3348878187581646
43.531531531531535,0.00010007797696545016,0.010985438561701717,0.047727648149802814,0.3296104182636847
43.88138138138138,9.847970675540364e-05,0.010802867972145015,0.04691635498966064,0.32444307406255846
44.231231231231234,9.691941861370931e-05,0.010624793757240658,0.04612527143287084,0.31938322128638236
44.58108108108108,9.539591855488738e-05,0.010451070007415311,0.04535374121036985,0.3144283468200328
44.930930930930934,9.39080591424377e-05,0.010281556663337686,0.044601134107130506,0.30957598954839227
45.28078078078078,9.245473732806241e-05,0.01011611923762846,0.04386684474821249,0.304823740440267
45.63063063063063,9.103489240700297e-05,0.009954628551842261,0.04315029144932555,0.30016924248793925
45.98048048048048,8.964750408241747e-05,0.009796960487774743,0.04245091512807882,0.2956101905190813
46.33033033033033,8.829159063220123e-05,0.009642995752212523,0.041768178272337794,0.2911443308961778
46.68018018018018,8.696620717210198e-05,0.009492619654304596,0.04110156396234261,0.2867694611171749
47.03003003003003,8.567044400939201e-05,0.00934572189478958,0.0404505749434563,0.2824834293297628
47.37987987987988,8.440342508174126e-05,0.009202196366364837,0.03981473274661261,0.2782841337705115
