Temp,S,Chi
0.5,1.298526791110439e-07,8.244614438774013e-09
0.5342055163823519,4.388216254959461e-07,2.9671078959722813e-08
0.5707510674666705,1.3664861128610513e-06,9.837502256319062e-08
0.6097967374436225,3.941742929854817e-06,3.020682390448219e-07
0.6515135620286877,1.0584668963386105e-05,8.632332175246639e-07
0.6960842776672812,2.6581271949629735e-05,2.30648948555369e-06
0.7437041219937728,6.269884388498204e-05,5.786878356175052e-06
0.794581689050734,0.00013947122841047934,1.368850231993582e-05
0.8489398430146174,0.00029369370967507883,3.0642387944694106e-05
0.907016694430353,0.0005875265077163874,6.514403015238245e-05
0.9690666432311612,0.001120266174241419,0.0001319599160033091
1.0353614931124298,0.0020423002398114905,0.00025548173997718576
1.1061916421410567,0.0035700668630556124,0.00047410289151898386
1.1818673548156102,0.006000111861638936,0.0008455473323453447
1.2627201211494348,0.009719722642788236,0.0014528804201915423
1.3491041087300395,0.015211278493044784,0.002410691380489201
1.4413977141153667,0.02304751485562896,0.0038706867338574673
1.5400052203626822,0.03387542685180641,0.006025711910040447
1.6453585679507288,0.04838754400718641,0.009111071394799183
1.7579192468524922,0.06728074466455693,0.013401998580270743
1.8781803180466212,0.09120453800210215,0.019206288572838834
2.0066685733225307,0.12070265036621941,0.026851495108250887
2.1439468428399997,0.15615355433857925,0.036666724113889305
2.2906164605513104,0.19771692936293211,0.048959898068888
2.4473198982854556,0.2452935439077631,0.06399231096159544
2.614743580032774,0.29850534278627944,0.0819531591306153
2.793620888757695,0.35670043526278894,0.10293728347077573
2.984735378910658,0.41898436515341686,0.12692937193630974
3.1889242087112857,0.48427505298674567,0.15379722730943163
3.407081807237591,0.5513749912150917,0.1832954573371461
3.6401637923845485,0.6190515713770084,0.21507933757026643
3.8891911568542565,0.6861155010972322,0.24872700666692607
4.1552547405140094,0.7514883042641423,0.2837669619256995
4.4395200087130045,0.8142525101934974,0.31970728803636994
4.7432321574886265,0.8736815543907351,0.35606323036138326
5.067721568025178,0.9292497622270552,0.392380473432223
5.414409634257745,0.980625379101083,0.4282525420081287
5.7848149891484795,1.027651103221862,0.46333182414441204
6.180560156908867,1.070316977337342,0.49733460750445646
6.603378660307382,1.1087300541207241,0.5300411109565905
7.0551226141954135,1.143084315183139,0.5612917722398026
7.53777083851414,1.1736332220440673,0.5909810754159116
8.05343752632056,1.2006662454940367,0.6190500542378997
8.604381504802172,1.2244898886750217,0.6454783735221984
9.193016129847205,1.2454131314074879,0.6702766359326584
9.821919857512635,1.2637368629465286,0.6934793286176363
10.493847538697226,1.2797466923387706,0.7151386341434
11.211742486494844,1.2937084769727076,0.7353191889792491
11.978749369087865,1.3058659427062458,0.7540937768811753
12.798227984656712,1.3164398454060293,0.7715398858725556
13.673767978645213,1.3256282173890797,0.7877370269257088
14.609204567849268,1.33360733643746,0.8027647013913063
15.608635340206666,1.3405331405164693,0.8167009057169582
16.67643820387786,1.346542883937217,0.8296210707736181
17.817290564241897,1.3517568895383891,0.8415973454643533
19.036189812810502,1.356280297387733,0.8526981477889399
20.3384752178098,1.360204745238546,0.8629879196957552
21.729851312319507,1.363609941501358,0.8725270340558889
23.21641288241874,1.3665651097223095,0.8813718125751734
24.804671664796782,1.3691302961890952,0.8895746223283683
26.50158487077492,1.3713575407222969,0.8971840259277247
28.314585661686067,1.3732919160827262,0.9042449662802183
30.251615709106687,1.374972444609658,0.9107989716317968
32.321159982567615,1.3764329023635742,0.916884370334497
34.53228391712829,1.37770252167175,0.9225365076820777
36.89467312362301,1.3788066029229111,0.9277879594001643
39.41867581552622,1.3797670459832034,0.9326687380832407
42.11534813828342,1.3806028108880342,0.9372064901559198
44.996502599668425,1.3813303166249487,0.9414266818920831
48.074759813311424,1.3819637859427218,0.9453527737270342
51.363603782055144,1.3825155432534395,0.9490063826039729
54.87744096330258,1.3829962718693176,0.9524074324535368
58.63166337508618,1.383415236052147,0.9555742931503867
62.64271601928829,1.3837804726589087,0.9585239084521183
66.92816891735386,1.3840989565445518,0.9612719135250396
71.5067940740406,1.3843767433303193,0.9638327427152352
76.39864770633872,1.384619092659472,0.9662197282445997
81.62515809775613,1.3848305746364242,0.968445190509743
87.20921946280586,1.3850151617743904,0.9705205206440977
93.17529223286003,1.3851763084547877,0.9724562559755443
99.54951020266307,1.3853170196231501,0.9742621489773641
106.35979500684768,1.3854399102058623,0.9759472302722453
113.63597842790833,1.3855472565248257,0.9775198662094599
121.40993307138915,1.3856410408087974,0.9789878114956478
129.71571198069645,1.3857229897467773,0.9803582573209357
138.58969780310477,1.3857946078969823,0.9816378753849871
148.0707621603634,1.3858572066517363,0.982832858192502
158.20043592201068,1.385911929361307,0.983948955954842
169.0230911272618,1.3859597731362117,0.9849915104039881
180.58613535236043,1.3860016077757324,0.9859654857969216
192.940219374802,1.386038192208741,0.9868754973627369
206.13945904408075,1.3860701887799305,0.9877258374212161
220.2416723308437,1.3860981756689963,0.9885204993801215
235.308632592822,1.3861226576911214,0.9892631997989559
251.40633916694722,1.3861440756933752,0.9899573986892432
268.6053064729515,1.3861628147326117,0.9906063182053648
286.9808728948459,1.3861792111954172,0.9912129598655152
306.61353079329854,1.386193558999081,0.991780120429243
327.58927909450045,1.3862061149939757,0.9923104065462565
350.0,1.3862171036716409,0.9928062482804966
