Temp,S,Chi
0.0004999999999999999,0.044804409343620455,0.0059748687031957294
0.0005728110650338946,0.03957687845940319,0.004761599613113507
0.0006562250324505294,0.04511788634267776,0.004725638183460586
0.0007517859194797797,0.03710242266661441,0.005116426179352972
0.0008612625864293968,0.043572612726954965,0.006062569443402853
0.0009866814788129393,0.04251493233511647,0.00421086638933358
0.0011303641374561157,0.036343476007015194,0.005160303753538813
0.0012949701709047147,0.037592686754845415,0.005308024419168875
0.0014835464855661087,0.03949628692442436,0.0055619671729353745
0.0016995836848488284,0.04404850846955575,0.005995656697637515
0.0019470806812649773,0.03718517072079659,0.005357793781696485
0.0022306187174846257,0.03679702955678129,0.005081820749637747
0.0025554461664938177,0.04321056556144763,0.004920452433185473
0.002927575680532214,0.0454788342475731,0.0059339926006707205
0.0033538954870659735,0.04509533049197187,0.005361335714009881
0.0038422968919172664,0.043152056819583375,0.006432578535578414
0.004401820349671105,0.04290858823877631,0.005202370683006411
0.005042822805165948,0.04280974598253577,0.006038816868666513
0.005777169403608644,0.039120728100516436,0.005474952586785762
0.006618453117924589,0.03687787533703725,0.005146120885044194
0.007582246358710578,0.03632904420575609,0.004800924583563331
0.008686389224164743,0.04410393107048507,0.006163342475668629
0.009951319725585515,0.03816787205390963,0.004996170730020766
0.011400452101010882,0.03758348677477487,0.005252740648875003
0.013060610219695892,0.0430006353668063,0.004070067099245019
0.014962524099873146,0.04540884472997573,0.005761857966828387
0.017141398730487308,0.034860796044848166,0.004605420466742084
0.019637565725962168,0.03909960060626856,0.005411853554117716
0.022497229876322994,0.03565903538342829,0.005023238084214524
0.02577332441153786,0.04488901192137341,0.004178617687121004
0.029526490811274158,0.0368508266869322,0.005255724478215296
0.033826201296638915,0.04255029283865657,0.006339642559737369
0.03875204478155729,0.037076974904838786,0.005212881060832294
0.04439520008713003,0.035894388912911024,0.004964753089771236
0.050860123688603584,0.041206897527989464,0.005905002005299651
0.05826648323564927,0.04397041683807508,0.004585269682127197
0.06675137263598366,0.038446994999325794,0.005238725082258815
0.07647184970418434,0.04469648350755585,0.005146937996873176
0.08760784334833152,0.03808638340523371,0.005410447184903705
0.10036548410736078,0.04426074617786768,0.004306681285845022
0.11498091968835952,0.0398059887869235,0.0056745348993863815
0.13172468613053184,0.03944365570177308,0.005396107567025738
0.1509067155073709,0.04066807627682338,0.005763284502431826
0.17288207286108814,0.04002605606194835,0.005607040319069962
0.19805752856165457,0.04945814681103916,0.005979052186317842
0.22689908774676476,0.043275105897567764,0.0061438482992740165
0.2599406162148869,0.046928494469512444,0.0060266112720012074
0.29779372243923247,0.048836060122265976,0.007585981680171772
0.34115907862164957,0.04610129731558026,0.00700475348602621
0.3908393903424986,0.042364568492330876,0.006460382049544827
0.44775425487856946,0.04694753174044145,0.007191302672525878
0.5129571832209026,0.04845720607440956,0.0072522468896599685
0.5876551008751038,0.05087146381110366,0.00754746819303622
0.673230688409738,0.05155660196611164,0.007875581466813854
0.7712679752829683,0.05902329382974497,0.00944366442528002
0.8835816606967453,0.06615986549307078,0.01071301937676301
1.01225070421624,0.07354941532039382,0.011774386176224918
1.1596568079268288,0.07584044067343584,0.012549859131020462
1.3285285024447469,0.08804306953049874,0.015029347113512382
1.5219916528265214,0.09946874984272883,0.017423781180420216
1.7436273192565148,0.10246694701277322,0.01774661289420659
1.997538043531038,0.13826025709737919,0.025779239377501692
2.2884237883214724,0.17064738618047248,0.033509076829041556
2.621668934874645,0.23945511249407675,0.051409965179338234
3.0034419495036437,0.33413860057355504,0.07942838112680423
3.440809563725318,0.4618105671375796,0.12288267553883732
3.94186758155262,0.6077357111177764,0.1811532055265528
4.515890735223478,0.7582443774056683,0.2523409077430349
5.173504363240111,0.9003362350448043,0.3329825772524252
5.926881088530145,1.0230336329436467,0.4163323715009145
6.789966137300396,1.1212929870650303,0.4968957284521049
7.778735469302248,1.1955499451967277,0.5702991722509139
8.911491497575897,1.2496905625997534,0.6339931253826703
10.209201871533905,1.2884093736423772,0.6895243745894365
11.695887594358721,1.3160037251821848,0.7146666872571176
13.399067658882686,1.3354366431621307,0.7608540645142463
15.350268432291594,1.3493256735968187,0.8083019709208181
17.585607218514262,1.3592578421295314,0.8410013910913705
20.14646080020978,1.366478374667123,0.8562317470901575
23.080231335263573,1.371662733988695,0.8721492045609074
26.441223784761966,1.3754577242170207,0.8974034635590988
30.29165111389813,1.3782844756792818,0.8998789129451783
34.702785872374264,1.380285453337991,0.9222445447653511
39.75627947039584,1.3818155804990733,0.9328359583066849
45.54567357044516,1.3829630089079608,0.9701698183404295
52.178131571145656,1.383820019696105,0.9669319529981237
59.77642223349319,1.3844641431588396,0.9591462921839147
68.48119216696611,1.3848860821941924,0.9682658957380705
78.45356923990124,1.3852541643446092,0.9717292041491737
89.87814510403656,1.3860009885371098,0.9998065255739288
102.96639204062812,1.3858106651096194,0.9896542250821064
117.96057737497958,1.3860683326424332,0.9997295995595366
135.13824791635025,1.3860560847676326,0.9930318679224938
154.81736743155832,1.3861179593094057,0.9902682644629135
177.3622022484293,1.386207005827375,1.0000512014437501
203.19006393335982,1.3862253202135655,0.9977131297314521
232.77903385194577,1.3862537371886396,0.9984953688048224
266.67681259658843,1.3862560117539768,0.9977543537809035
305.510858086592,1.3862720084489988,0.9999347664928571
350.0,1.3862845677636415,1.001667652898462
